# 博士(医师)信息管理系统 数据文件  v2.1
# 字段顺序: workId|idCard|active|name|gender|birth|education|degree|major|position|title|dept|field
# 工号 workId 为 8 位结构化编号: 科室(1) 领域(1) 职称(1) 姓(2) 名(3)
#   active 为不外显标识符: 1=在岗, 0=空位(已离职，工号可被重用)
# 枚举字段以序号存储，对照表如下:
#   gender   : 0=男 1=女
#   education: 0=大专 1=本科 2=硕士 3=博士 4=博士后
#   degree   : 0=无 1=学士 2=硕士 3=博士
#   position : 0=医师 1=副主任 2=主任 3=副院长 4=院长
#   title    : 0=住院医师 1=主治医师 2=副主任医师 3=主任医师
#   dept     : 0=内科 1=外科 2=妇产科 3=儿科 4=急诊科 5=影像科
#   field    : 0=临床 1=科研 2=教学 3=管理
# 栏位总数: 120, 在岗: 120, 空位: 0
42138570|110555198908102969|1|于俊平|1|1989-08-10|3|3|肿瘤学|0|1|4|2
40327479|110592196506253089|1|韩淑|1|1965-06-25|3|3|普通外科学|0|3|4|0
52104233|110629198902213214|1|刘嘉梅|0|1989-02-21|3|3|急诊医学|0|1|5|2
52341314|11066619711022334X|1|余俊哲|1|1971-10-22|4|3|急诊医学|0|3|5|2
20337246|110703196009163472|1|潘宇敏|0|1960-09-16|3|3|儿科学|0|3|2|0
13101084|110740198904093619|1|王安|0|1989-04-09|3|3|麻醉学|0|1|1|3
53053167|110777199903163731|1|姜立|0|1999-03-16|2|2|皮肤病与性病学|1|0|5|3
22221845|110814198102193872|1|郑世刚|0|1981-02-19|3|3|妇产科学|0|2|2|2
00325084|110851198509034007|1|唐安|1|1985-09-03|3|3|神经外科学|0|3|0|0
11345490|11088819640517413X|1|苏晓|0|1964-05-17|4|3|影像医学与核医学|0|3|1|1
02124979|110925199712174256|1|宋俊静|0|1997-12-17|2|2|妇产科学|1|1|0|2
23229067|110962198807014383|1|邓雪娜|1|1988-07-01|3|3|儿科学|0|2|2|3
42024651|110999199810104512|1|宋明阳|0|1998-10-10|2|2|骨科学|0|0|4|2
52331806|111036196410084658|1|彭梦|0|1964-10-08|4|3|消化系病学|0|3|5|2
03227477|111073198809254787|1|韩慧琳|1|1988-09-25|3|3|妇产科学|0|2|0|3
11332440|111110197309144907|1|曾立刚|1|1973-09-14|3|3|急诊医学|1|3|1|1
13356844|111147197512025033|1|谭海勇|0|1975-12-02|3|3|内分泌与代谢病学|0|3|1|3
30045062|11118419990423517X|1|苏慧楠|0|1999-04-23|1|1|普通外科学|0|0|3|0
22216090|111221198308165297|1|郭宏|0|1983-08-16|3|3|神经外科学|2|2|2|2
10214348|111258198006095433|1|朱思涛|0|1980-06-09|3|3|急诊医学|2|2|1|0
00306674|111295197608015565|1|杨思|1|1976-08-01|4|3|妇产科学|0|3|0|0
52235090|11133219820517569X|1|董宏|0|1982-05-17|3|3|急诊医学|0|2|5|2
32353901|111369196205225814|1|姜世磊|0|1962-05-22|3|3|神经外科学|0|3|3|2
53222024|111406198301185946|1|梁秀|1|1983-01-18|3|3|肿瘤学|3|2|5|3
52054556|111443200006206080|1|崔俊|1|2000-06-20|1|1|消化系病学|2|0|5|2
11107548|111480199010266218|1|黄振刚|0|1990-10-26|3|3|肿瘤学|0|1|1|1
30306287|111517197507056330|1|杨永|0|1975-07-05|4|3|儿科学|0|3|3|0
42356451|111554196206256467|1|谭海|1|1962-06-25|3|3|泌尿外科学|0|3|4|2
43352331|111591196905126591|1|卢立维|0|1969-05-12|3|3|麻醉学|0|3|4|3
21228379|111628197903236725|1|冯文|1|1979-03-23|3|3|骨科学|3|2|2|1
00218280|111665199004056860|1|高国磊|1|1990-04-05|3|3|普通外科学|2|2|0|0
21150089|111702198911196993|1|沈振|0|1989-11-19|3|3|骨科学|3|1|2|1
51312516|111739197010197110|1|孙慧敏|0|1970-10-19|3|3|骨科学|0|3|5|1
11001715|111776199905017249|1|王永波|1|1999-05-01|2|2|神经外科学|1|0|1|1
12331584|111813196106147385|1|彭兰哲|1|1961-06-14|4|3|神经外科学|0|3|1|2
50354562|111850196811197515|1|崔建|0|1968-11-19|3|3|普通外科学|0|3|5|0
40136582|111887199007067636|1|袁立燕|0|1990-07-06|3|3|肿瘤学|0|1|4|0
13140379|111924198903187762|1|蔡文|1|1989-03-18|3|3|普通外科学|0|1|1|3
21347167|111961197502147900|1|吕立|1|1975-02-14|4|3|麻醉学|0|3|2|1
02349892|111998197609138038|1|任志强|0|1976-09-13|4|3|消化系病学|0|3|0|2
01210493|112035199203288154|1|周启勇|0|1992-03-28|3|3|儿科学|0|2|0|1
42126132|112072199112178293|1|许宏涛|0|1991-12-17|2|2|普通外科学|0|1|4|2
53241746|112109198712148414|1|余晓轩|0|1987-12-14|3|3|影像医学与核医学|0|2|5|3
50154287|112146199308098546|1|崔永|1|1993-08-09|2|2|影像医学与核医学|0|1|5|0
33313597|112183196504228676|1|马望|0|1965-04-22|3|3|心血管病学|0|3|3|3
00110645|112220200001048808|1|周晓军|1|2000-01-04|1|1|内分泌与代谢病学|0|1|0|0
01252089|112257199507108940|1|卢振|1|1995-07-10|2|2|消化系病学|0|2|0|1
02314089|112294196412149078|1|朱振|0|1964-12-14|4|3|麻醉学|0|3|0|2
32309238|112331196506119208|1|吴淑宁|1|1965-06-11|3|3|心血管病学|0|3|3|2
00330024|112368196611019324|1|曹秀|1|1966-11-01|4|3|神经病学|0|3|0|0
01310327|112405198807219458|1|周瑞|0|1988-07-21|3|3|肿瘤学|1|3|0|1
51345597|112442196505119593|1|苏望|0|1965-05-11|3|3|神经病学|0|3|5|1
52329849|112479197708199711|1|邓慧|0|1977-08-19|4|3|影像医学与核医学|0|3|5|2
32011219|112516199801079844|1|徐晓敏|1|1998-01-07|1|1|泌尿外科学|2|0|3|2
32360508|112553196811279987|1|金国|1|1968-11-27|3|3|急诊医学|0|3|3|2
20117263|112590198904111113|1|何宇菲|0|1989-04-11|3|3|影像医学与核医学|1|1|2|0
42232452|112627198209241232|1|曾明|0|1982-09-24|3|3|急诊医学|2|2|4|2
20345646|112664196408171372|1|苏瑞丽|0|1964-08-17|3|3|呼吸系病学|0|3|2|0
41320090|112701197105041495|1|罗宏|0|1971-05-04|4|3|妇产科学|2|3|4|1
30121597|112738199004111628|1|郑望|1|1990-04-11|3|3|消化系病学|0|1|3|0
40303290|112775196310151765|1|张海菲|1|1963-10-15|3|3|骨科学|1|3|4|0
52340813|112812196005181896|1|蔡梦平|0|1960-05-18|4|3|神经外科学|0|3|5|2
01239490|112849198812202018|1|蒋晓|0|1988-12-20|3|3|儿科学|0|2|0|1
11015238|112886199905032157|1|胡雅宁|0|1999-05-03|2|2|普通外科学|1|0|1|1
52006044|112923199811202282|1|杨春梅|1|1998-11-20|2|2|普通外科学|3|0|5|2
02344692|112960197810102418|1|程海梅|0|1978-10-10|3|3|麻醉学|0|3|0|2
33242376|112997198707012534|1|杜丽|0|1987-07-01|3|3|骨科学|0|2|3|3
32232651|113034197901172664|1|曾雅平|1|1979-01-17|3|3|急诊医学|0|2|3|2
12018659|113071200002162805|1|高志|1|2000-02-16|1|1|儿科学|0|0|1|2
20232516|113108197901152922|1|曾立然|1|1979-01-15|3|3|神经病学|0|2|2|0
52107940|113145199005023058|1|黄文宁|0|1990-05-02|3|3|皮肤病与性病学|0|1|5|2
43307812|113182197202133187|1|黄雅|1|1972-02-13|3|3|妇产科学|0|3|4|3
13307768|11321919640523331X|1|黄兰|0|1964-05-23|4|3|神经病学|0|3|1|3
11339863|11325619730826345X|1|蒋晓华|0|1973-08-26|3|3|骨科学|0|3|1|1
20237327|113293198606103573|1|潘启阳|0|1986-06-10|3|3|影像医学与核医学|0|2|2|0
22119562|113330199201163708|1|林建|1|1992-01-16|2|2|皮肤病与性病学|1|1|2|2
30336223|113367197003173845|1|袁志勇|1|1970-03-17|4|3|骨科学|0|3|3|0
41326030|113404197601103978|1|许瑞阳|0|1976-01-10|3|3|儿科学|0|3|4|1
31319597|113441196112254107|1|林望|1|1961-12-25|3|3|心血管病学|0|3|3|1
50335288|113478197007024235|1|董世峰|0|1970-07-02|4|3|儿科学|0|3|5|0
22209806|113515197905154365|1|吴梦|1|1979-05-15|3|3|儿科学|0|2|2|2
50317894|113552196402214482|1|何子敏|1|1964-02-21|3|3|影像医学与核医学|0|3|5|0
51243024|113589198206034611|1|叶秀|0|1982-06-03|3|3|神经外科学|1|2|5|1
23142131|113626198902174757|1|杜启|0|1989-02-17|3|3|普通外科学|0|1|2|3
40218082|113663198802084879|1|高宇|0|1988-02-08|3|3|影像医学与核医学|1|2|4|0
30322007|113700197108155011|1|梁俊勇|0|1971-08-15|3|3|消化系病学|1|3|3|0
30248812|113737198311015134|1|丁雅|0|1983-11-01|3|3|泌尿外科学|0|2|3|0
53129354|113774199506215263|1|邓立阳|1|1995-06-21|2|2|泌尿外科学|0|1|5|3
53329526|113811196408115396|1|邓淑波|0|1964-08-11|3|3|皮肤病与性病学|0|3|5|3
22154556|113848198902205524|1|崔俊|1|1989-02-20|3|3|儿科学|0|1|2|2
11307638|113885196412275661|1|黄文梅|1|1964-12-27|4|3|皮肤病与性病学|2|3|1|1
53055152|113922199709275789|1|钟瑞轩|1|1997-09-27|2|2|儿科学|1|0|5|3
00327597|113959196205105910|1|韩望|0|1962-05-10|4|3|呼吸系病学|0|3|0|0
21219597|113996197905116051|1|林望|0|1979-05-11|3|3|皮肤病与性病学|1|2|2|1
13018645|114033199907206179|1|高晓军|0|1999-07-20|2|2|普通外科学|0|0|1|3
20338812|114070197209146319|1|于雅|0|1972-09-14|4|3|妇产科学|0|3|2|0
43340090|114107196609266439|1|蔡宏|0|1966-09-26|3|3|内分泌与代谢病学|1|3|4|3
01320251|114144197402286578|1|罗永楠|0|1974-02-28|4|3|心血管病学|0|3|0|1
43355475|114181197503016704|1|钟春|1|1975-03-01|3|3|呼吸系病学|0|3|4|3
22125084|114218199303246820|1|唐安|1|1993-03-24|3|3|妇产科学|0|1|2|2
32217530|114255198112286958|1|何志哲|0|1981-12-28|3|3|急诊医学|0|2|3|2
02349131|114292196108287096|1|任启|0|1961-08-28|3|3|呼吸系病学|0|3|0|2
10102003|114329199508177210|1|李俊然|0|1995-08-17|2|2|肿瘤学|0|1|1|0
41354167|114366196308137351|1|崔立|0|1963-08-13|3|3|急诊医学|0|3|4|1
50308287|114403197410117474|1|赵永|0|1974-10-11|3|3|影像医学与核医学|1|3|5|0
00309246|114440196008087614|1|吴梦辰|0|1960-08-08|3|3|皮肤病与性病学|0|3|0|0
